WBGTout_mean_overall,WBGTout_max_overall,WBGTout_min_overall,WBGTin_mean_overall,WBGTin_max_overall,WBGTin_min_overall,THI_mean_overall,THI_max_overall,THI_min_overall,Days_in_Danger_or_Worse_WBGTout,Days_in_Danger_or_Worse_WBGTin
16.51424745205558,27.15363373,2.7636062,16.639921043966893,28.58499181,1.85728905,18.933064222954698,26.21379383,5.53758004,0,0
